Order Year,Order Month,Order Quarter,Region,Product Category,Product_Group,Price_Tier,Sales,Quantity,Discount,Profit,Profit Margin,Shipping Cost,Browsing Time (min),Average_Order_Value,Discount_Level,Profit_Margin_Level,LTV_Proxy,Education_Level,Is_Holiday_Season,Purchase_Frequency,Season
2023,8,Q3,华南,电子产品,产品28,中价,3698.39181481187,1,0.0185023750862872,614.9131774265053,9.106324660357163,27.344741612082405,2.480614613942492,3698.39181481187,低折扣,低利润,4035.1793806807145,高等教育,True,高频,夏
2024,9,Q3,西南,家居,产品46,低价,1123.2715839234909,2,0.1350192511247274,627.9501521673077,5.87761914247341,17.464901830462225,30.675032484618264,561.6357919617454,中等折扣,低利润,1189.2932095621422,高等教育,False,高频,秋
2023,6,Q2,华北,食品,产品32,中价,386.9699958942159,5,0.0614158361849996,140.7148251210956,41.25671566165416,29.070683887218998,18.802658849661974,77.39399917884319,低折扣,超高利润,546.6211067962074,高等教育,False,低频,夏
2024,11,Q4,华北,家居,产品5,低价,2806.5940753044483,3,0.169955449676349,758.6712539180511,9.86762243978417,20.682911740193845,20.60101805566721,935.5313584348161,中等折扣,低利润,3083.538182072843,高等教育,False,中频,秋
2022,7,Q3,华东,食品,产品38,中价,3016.625690325068,2,0.1948628875810981,283.1690149705623,49.40135582361907,10.943006484606835,39.44159999590965,1508.312845162534,中等折扣,超高利润,4506.87968146926,中等教育,True,中频,夏
2022,1,Q1,西北,服装,产品10,低价,4372.374000274477,4,0.0907869548786265,905.9122613682148,32.87067120314768,16.96528589122679,21.32071512066677,1093.0935000686193,低折扣,超高利润,5809.602681676616,中等教育,True,低频,冬
2022,5,Q2,西南,电子产品,产品40,中价,2927.209900846641,4,0.1379945009034302,819.6721567806842,34.28898778643633,24.729793023268638,1.932458834025521,731.8024752116603,中等折扣,超高利润,3930.920546231301,高等教育,False,中频,春
2022,5,Q2,华东,家居,产品46,低价,1792.856183244884,4,0.0838018455829678,352.803381119401,13.950126632210782,6.363195191583153,11.009599198238744,448.214045811221,低折扣,中利润,2042.9618911409664,其他,False,低频,春
2024,10,Q4,西北,食品,产品24,中价,4034.75821947897,4,0.1108173493365341,809.6619002687073,15.81405396335035,39.67891371566429,21.927307029563394,1008.6895548697426,中等折扣,中利润,4672.817061598089,中等教育,False,中频,秋
2022,4,Q2,西南,美妆,产品35,高价,2747.366576618363,3,0.047861987006527,362.8265943069051,34.67076363946626,32.98210540656871,19.67343688093557,915.7888588727877,低折扣,超高利润,3699.8995487074117,中等教育,False,低频,春
2023,6,Q2,华南,电子产品,产品44,中价,488.4733946928395,7,0.2656678330756894,109.9382048196802,45.93770770703886,32.06118232752594,38.856286040341146,69.7819135275485,高折扣,超高利润,712.8668749734865,高等教育,False,高频,夏
2023,7,Q3,西南,服装,产品48,低价,2872.6677455349086,9,0.0030031231677409,962.2693563384508,49.2075749532905,29.57224693472447,24.85405040947133,319.1853050594343,低折扣,超高利润,4286.237879577999,中等教育,True,高频,夏
2023,9,Q3,华北,食品,产品23,中价,4549.2908725661455,5,0.2647227559331365,656.0759950632856,13.911392598399214,31.564092754628085,31.343972644265325,909.8581745132291,高折扣,中利润,5182.160586291963,高等教育,False,高频,秋
2024,1,Q1,华北,服装,产品17,低价,2041.9318649412808,4,0.1715036635049215,461.5385313959658,11.035383021940556,47.05933787182492,21.650225069912683,510.4829662353202,中等折扣,中利润,2267.2668672846053,中等教育,True,中频,冬
2022,6,Q2,华南,服装,产品1,低价,1551.9964293090204,2,0.0994973532531052,403.7956180157293,7.538061099235572,5.385614486483331,20.344852298603257,775.9982146545102,低折扣,低利润,1668.986868408289,中等教育,False,低频,夏
2022,7,Q3,华东,家居,产品31,低价,803.0003393882982,2,0.2169171376380989,331.4582809156813,44.07336581725976,7.150986934598717,20.63661341287145,401.5001696941491,高折扣,超高利润,1156.9096164807404,其他,True,中频,夏
2022,3,Q1,西北,家居,产品31,低价,842.0830574832509,5,0.1523256455587993,981.633119474838,18.262168108541093,13.617203446886103,19.08054906652891,168.41661149665018,中等折扣,中利润,995.8656810543848,其他,False,低频,春
2024,8,Q3,西南,食品,产品42,中价,2220.5802732749125,7,0.1497325974322819,143.39979247959832,5.081541524116325,12.528562099691754,24.69766897758495,317.2257533249875,中等折扣,低利润,2333.419981937713,中等教育,True,中频,夏
2023,5,Q2,华北,美妆,产品42,高价,3018.8311383914947,9,0.0330426848756899,321.65700833136265,15.071813872539298,13.15375067611322,12.019509677158563,335.4256820434994,低折扣,中利润,3473.8237486961198,高等教育,False,低频,春
2023,9,Q3,华东,食品,产品34,中价,495.0154853310486,7,0.1168548077836226,490.6426638798369,20.31984860447383,35.237474863189256,40.20642852904012,70.71649790443551,中等折扣,高利润,595.601882519019,高等教育,False,中频,秋
2022,5,Q2,华南,美妆,产品9,高价,4703.886086223312,5,0.0723193037570209,483.2195496037683,49.59437762735084,25.67674854725744,15.655764116130408,940.7772172446624,低折扣,超高利润,7036.749114985316,中等教育,False,中频,春
2023,9,Q3,华北,服装,产品22,低价,3800.15472548146,6,0.0047087716788838,476.652819563765,28.559371723568677,49.63004952506119,7.49104870380326,633.3591209135767,低折扣,高利润,4885.4550396024715,高等教育,False,中频,秋
2023,10,Q4,华南,电子产品,产品13,中价,2974.457199589947,3,0.1080298892346339,184.025977672078,14.212127641779558,15.209866166132516,5.248221058300786,991.485733196649,中等折扣,中利润,3397.190853445772,中等教育,False,低频,秋
2024,4,Q2,西南,食品,产品25,中价,4159.349487601055,5,0.0269466388276814,153.4832018384055,20.066825512105297,18.98735454623726,1.5906082652856148,831.8698975202111,低折扣,高利润,4993.998891716606,其他,False,高频,春
2024,9,Q3,西北,食品,产品48,中价,492.9151083793551,8,0.0770490113175555,262.2199104653339,19.86384594005953,49.29083225607421,19.605667456941905,61.61438854741939,低折扣,中利润,590.8270061231076,高等教育,False,低频,秋
2024,5,Q2,华北,美妆,产品18,高价,2436.5105008923097,1,0.0277549863549283,915.3808922640354,5.887658590842896,42.42911633610112,9.254883495998689,2436.5105008923097,低折扣,低利润,2579.9639207148853,高等教育,False,中频,春
2024,10,Q4,华北,服装,产品12,低价,3187.456321622151,1,0.0302824876669196,121.92243815616504,11.083237437714352,26.14096493053397,1.952507713838908,3187.456321622151,低折扣,中利润,3540.72967397097,高等教育,False,高频,秋
2022,9,Q3,西南,服装,产品40,低价,4160.399239979617,7,0.0597033883245564,759.8508523395916,36.2838406866445,29.95685984956954,23.880860036739044,594.3427485685168,低折扣,超高利润,5669.95187214219,高等教育,False,中频,秋
2024,3,Q1,华东,美妆,产品17,高价,3939.000844241412,5,0.2999547733459201,759.9729092020376,10.411294395683058,42.943006429377824,30.919056140633504,787.8001688482824,高折扣,中利润,4349.101818383827,其他,False,低频,春
2023,4,Q2,西北,服装,产品15,低价,1457.6393235956582,5,0.0006552428571746,811.6726998582897,15.383042447275344,26.64411107208476,4.773046240088592,291.5278647191316,低折扣,中利润,1681.8685994725556,高等教育,False,高频,春
2022,9,Q3,华北,家居,产品42,低价,4710.312830840101,1,0.1916017908361215,887.749334099462,20.783178428193896,14.271067561193794,21.280514008465023,4710.312830840101,中等折扣,高利润,5689.26555099971,中等教育,False,中频,秋
2023,10,Q4,西北,电子产品,产品15,中价,709.2946230112648,9,0.0423731094079672,270.40581576354094,39.098072502603216,42.28000423494735,33.71966185843285,78.81051366791831,低折扣,超高利润,986.6151489732753,中等教育,False,高频,秋
2023,11,Q4,华北,食品,产品15,中价,4388.154731243645,1,0.2761884410132327,232.3138745762074,31.20804341905729,29.199762107403952,44.3755001243707,4388.154731243645,高折扣,超高利润,5757.611965065579,高等教育,False,低频,秋
2023,6,Q2,西北,电子产品,产品39,中价,4857.607223062631,5,0.0280898680000887,470.8506098622049,36.004999324485574,11.88691687237196,30.35637516427268,971.5214446125262,低折扣,超高利润,6606.588670912494,高等教育,False,高频,夏
2024,2,Q1,华南,食品,产品13,中价,968.0522637908653,9,0.2865189561378709,272.4382770645158,30.51555464390775,27.751362403297893,11.772940235618906,107.56136264342948,高折扣,超高利润,1263.458781329553,高等教育,True,高频,冬
2024,7,Q3,华北,家居,产品17,低价,3638.123714598548,4,0.1832779162450434,736.9668890932764,35.76165913498411,23.59415212685865,32.52836015027598,909.530928649637,中等折扣,超高利润,4939.177116322302,中等教育,True,高频,夏
2022,2,Q1,西北,服装,产品32,低价,297.39904201219247,8,0.000380423074647,639.5801809740193,5.12789691487876,44.45791393467911,27.30889478007252,37.17488025152406,低折扣,低利润,312.6493583124147,高等教育,True,高频,冬
2022,11,Q4,华东,美妆,产品9,高价,2086.5718431818595,6,0.2682021593750418,876.237811172125,46.89041649671432,10.672494411231654,10.3191686975881,347.7619738636433,高折扣,超高利润,3064.9740709530024,高等教育,False,低频,秋
2024,2,Q1,华南,家居,产品40,低价,2629.7881660686025,3,0.1565135404100754,91.91092045220084,9.991410389366294,44.38444120016115,38.4488763372924,876.5960553562008,中等折扣,低利润,2892.541094111506,中等教育,True,低频,冬
2023,11,Q4,华南,电子产品,产品20,中价,2945.161606957207,4,0.0788009205991453,915.932500024494,23.28120931896072,28.04949575646281,19.80579479801444,736.2904017393017,低折扣,高利润,3630.8308454545813,其他,False,低频,秋
2022,1,Q1,华东,美妆,产品26,高价,4686.092516417942,2,0.230183753254689,300.41514040338865,39.69672666101847,23.196399349151644,43.327016808301536,2343.046258208971,高折扣,超高利润,6546.317853742814,高等教育,True,高频,冬
2024,11,Q4,西北,服装,产品27,低价,3394.028367741554,1,0.277999666166061,495.7874024677142,24.58538231042408,12.288523298132317,32.807644327702235,3394.028367741554,高折扣,高利润,4228.463217675062,高等教育,False,低频,秋
2024,11,Q4,西南,家居,产品21,低价,2458.261960974261,8,0.1451072469440381,444.2253215802472,47.607914825038215,36.53680831874057,29.360778803800173,307.2827451217826,中等折扣,超高利润,3628.5892215312015,中等教育,False,中频,秋
2024,12,Q4,华东,美妆,产品18,高价,4067.4076777028577,1,0.0946660423329332,762.7085345933797,26.041502682444506,46.70630190995182,33.04752484896872,4067.4076777028577,低折扣,高利润,5126.6217571978,中等教育,True,高频,冬
2023,11,Q4,西北,家居,产品13,低价,4757.610822676604,1,0.236683537180478,426.1299763375241,44.37227325212021,21.89198092546939,22.03626882800175,4757.610822676604,高折扣,超高利润,6868.67089718711,高等教育,False,低频,秋
2024,3,Q1,华东,家居,产品16,低价,208.12412854322517,4,0.2045356493365364,944.1176141929152,41.48726510130219,15.871325030187505,23.229965023273653,52.03103213580629,高折扣,超高利润,294.4691374917279,高等教育,False,低频,春
2024,6,Q2,华东,服装,产品9,低价,4914.354234054589,6,0.2666257451250817,903.5085438121896,49.14438362594074,29.969011264962067,38.45312495956873,819.0590390090982,高折扣,超高利润,7329.483331576038,高等教育,False,中频,夏
2024,8,Q3,华北,食品,产品12,中价,522.0474814120337,9,0.2077542038283578,873.4395404498115,46.69465013379389,40.82836767952416,30.960855612314123,58.00527571244819,高折扣,超高利润,765.8157263896654,高等教育,True,低频,夏
2024,9,Q3,西北,美妆,产品44,高价,4090.4952184169306,1,0.0730585016698608,80.54574932174562,45.41557256207954,5.169546254773987,40.47870630843224,4090.4952184169306,低折扣,超高利润,5948.217042485466,高等教育,False,低频,秋
2022,7,Q3,西南,服装,产品38,低价,1473.6402875019212,7,0.2794977749277057,855.7154809384001,37.92219532337607,33.41198463779432,40.19637715726782,210.52004107170302,高折扣,超高利润,2032.4770356923602,高等教育,True,中频,夏
2022,4,Q2,华北,家居,产品19,低价,747.6803229939716,5,0.0314507241617973,783.8190909887784,21.514916627069933,31.84322003143839,43.965561497946965,149.53606459879433,低折扣,高利润,908.5431211231316,高等教育,False,高频,春
2024,6,Q2,华东,服装,产品7,低价,2255.292634597791,8,0.0803828250320543,112.4778175360697,9.77564383542061,19.3168483611872,31.809444989194706,281.9115793247239,低折扣,低利润,2475.762010002545,高等教育,False,低频,夏
2023,5,Q2,华东,食品,产品35,中价,3255.3872392933063,7,0.1560583823171656,116.34018218185965,35.98902735189755,25.314035162223664,23.10127557711665,465.05531989904375,中等折扣,超高利润,4426.969443252757,高等教育,False,高频,春
2022,8,Q3,华东,美妆,产品48,高价,1966.6640406150275,4,0.1697226078212704,110.15217340236576,49.03943366020842,16.113345087281942,8.317714809199625,491.6660101537569,中等折扣,超高利润,2931.104948131608,高等教育,True,中频,夏
2024,1,Q1,西北,食品,产品18,中价,367.3705005852249,4,0.0045931759880716,21.219267272442664,37.6971996799341,40.54485820783293,32.03674462448636,91.84262514630622,低折扣,超高利润,505.85889175601056,中等教育,True,低频,冬
2022,1,Q1,西北,电子产品,产品16,中价,3037.359584327711,6,0.2341718177462819,553.1479621426378,46.7928216174801,33.55407200147485,13.829419537436952,506.22659738795187,高折扣,超高利润,4458.625836503613,高等教育,True,中频,冬
2022,11,Q4,华北,美妆,产品39,高价,4521.776052942306,6,0.1084821955276168,973.6603485216827,41.19371208299825,28.972022991754336,13.449692993642577,753.6293421570509,中等折扣,超高利润,6384.463461229321,中等教育,False,中频,秋
2023,6,Q2,西南,食品,产品4,中价,1977.7552931415328,9,0.1219255623006413,444.2978558707956,12.340160380250545,22.663678928802224,11.484662163714995,219.750588126837,中等折扣,中利润,2221.8134682440923,高等教育,False,中频,夏
2024,10,Q4,华北,家居,产品25,低价,1160.0306103910525,5,0.2428108633310837,545.3499268684828,16.214169676607927,18.112297370932943,39.50537052346381,232.0061220782105,高折扣,中利润,1348.1199418604483,高等教育,False,低频,秋
2024,12,Q4,华南,美妆,产品32,高价,2268.628995070796,8,0.1137850175182633,968.290098802256,20.383952079305764,42.023141871954415,39.19043565401496,283.5786243838495,中等折扣,高利润,2731.065242283263,高等教育,True,中频,冬
2023,2,Q1,华东,美妆,产品40,高价,336.97728413902627,5,0.0141674629484264,262.6304064864884,12.571719995210186,25.313345169510605,28.76269957428256,67.39545682780525,低折扣,中利润,379.34112474844846,其他,True,中频,冬
2023,5,Q2,华东,服装,产品13,低价,4120.389163953347,2,0.052931931141105,859.8855500722804,31.174309970285304,27.565133892875277,21.811163180312377,2060.1945819766734,低折扣,超高利润,5404.89205390621,其他,False,中频,春
2024,1,Q1,华东,家居,产品45,低价,4149.0699736559145,6,0.2867709517164546,550.9265625396188,48.8952735860728,28.437292874333373,30.57303624434716,691.5116622759857,高折扣,超高利润,6177.769088552573,高等教育,True,中频,冬
2024,7,Q3,华北,电子产品,产品17,中价,2981.202270805179,9,0.0211216087207542,573.7817495163806,39.26564750462714,25.17651209442094,27.718095813129192,331.244696756131,低折扣,超高利润,4151.790645859481,高等教育,True,低频,夏
2023,1,Q1,华北,食品,产品49,中价,1830.2041557981088,3,0.1064793602904048,349.7421186352107,24.052403708035783,16.52397918072907,19.29230692622904,610.0680519327029,中等折扣,高利润,2270.4122480319184,高等教育,True,中频,冬
2022,4,Q2,华东,服装,产品37,低价,4018.9384857843374,1,0.1509537501154033,565.9685173572391,5.20270164411299,10.41531981093734,17.703758169367912,4018.9384857843374,中等折扣,低利润,4228.031864460128,高等教育,False,低频,春
2022,9,Q3,华北,食品,产品6,中价,2817.9664214629997,1,0.147984248201568,82.41108438350109,19.097420501218043,9.434177022548331,17.84294955839541,2817.9664214629997,中等折扣,中利润,3356.125318552915,中等教育,False,中频,秋
2023,1,Q1,西北,电子产品,产品19,中价,4147.068311895079,3,0.0011879829036428,766.9971368879711,28.704167946149685,39.08581355033099,26.92186973886568,1382.3561039650265,低折扣,高利润,5337.449764982997,高等教育,True,低频,冬
2022,4,Q2,西北,电子产品,产品13,中价,3194.148083656801,5,0.1503488194372471,291.84088392882893,19.59128932333868,15.058752003568012,29.497451669316337,638.8296167313603,中等折扣,中利润,3819.9228761418826,高等教育,False,中频,春
2023,6,Q2,华北,美妆,产品26,高价,3943.586818742707,3,0.1151317373932227,888.7322461990154,9.99657153607368,7.505276672928901,20.876637154679447,1314.5289395809023,中等折扣,低利润,4337.810296165493,高等教育,False,中频,夏
2022,6,Q2,华东,电子产品,产品14,中价,3032.958666767024,9,0.2916238006423671,374.1721876613839,24.92442305878525,40.88828330131487,43.62242380937389,336.9954074185582,高折扣,高利润,3788.90611607013,高等教育,False,中频,夏
2022,12,Q4,华北,食品,产品31,中价,2129.2912342567643,8,0.0477477251981489,151.39586938201376,16.39637676345723,11.93277437872916,4.689211592197166,266.16140428209553,低折扣,中利润,2478.417847416772,高等教育,True,中频,冬
2024,8,Q3,华北,家居,产品4,低价,4793.934713638074,3,0.1062462590278485,698.9227586248002,45.91545694076756,33.131574128000935,16.27006914196619,1597.978237879358,中等折扣,超高利润,6995.091742847072,其他,True,低频,夏
2024,1,Q1,华北,家居,产品39,低价,2751.4577419063394,9,0.1258444455269459,172.93236326636782,9.578953782545709,20.238947215153843,19.4392860575194,305.71752687848215,中等折扣,低利润,3015.0186073498235,高等教育,True,低频,冬
2022,7,Q3,华南,美妆,产品8,高价,3064.938640848638,6,0.1172080611302846,756.1437103875605,7.211868292611967,10.691611551108926,1.7445391124574972,510.82310680810633,中等折扣,低利润,3285.9779788760134,高等教育,True,高频,夏
2022,1,Q1,西北,食品,产品25,中价,1180.3894331322713,7,0.1997492482955587,968.4311140420554,5.2391376119687925,23.651644066446195,17.058116257401906,168.62706187603877,中等折扣,低利润,1242.2316598912093,高等教育,True,低频,冬
2024,7,Q3,西南,食品,产品13,中价,3165.688868193655,4,0.0646538572643306,781.7573401073091,19.7631358018546,5.666398750968131,13.043236355605073,791.4222170484137,低折扣,中利润,3791.3282582789607,高等教育,True,中频,夏
2024,3,Q1,西南,电子产品,产品32,中价,2900.8774824664247,4,0.0663214658441975,32.22475594701143,34.71740771903998,42.84702421306521,23.265595890009152,725.2193706166062,低折扣,超高利润,3907.9869454841155,高等教育,False,中频,春
2024,11,Q4,华南,食品,产品38,中价,1005.7081499404222,2,0.2187632845502559,603.8869301722469,37.86861887968067,28.107408260383576,15.802064076063846,502.8540749702111,高折扣,超高利润,1386.5559362832482,高等教育,False,高频,秋
2023,8,Q3,华北,服装,产品38,低价,391.9767770304042,5,0.1500871556034539,698.4565642600271,25.39677575217754,11.262200490858282,32.952013937644296,78.39535540608084,中等折扣,高利润,491.5262400934289,中等教育,True,中频,夏
2022,3,Q1,华南,电子产品,产品28,中价,3061.3606666023784,8,0.1245467028171931,827.2037425383223,35.794789270487,15.664114327504311,23.437029797936532,382.6700833252973,中等折扣,超高利润,4157.168266022276,高等教育,False,低频,春
2024,1,Q1,华南,服装,产品30,低价,3842.09211981657,7,0.0507609155031755,65.44228584961016,21.196131629691354,25.1588836462337,6.709538273835632,548.8703028309386,低折扣,高利润,4656.467022866889,其他,True,低频,冬
2022,8,Q3,华东,美妆,产品3,高价,2664.6667175178404,7,0.0562581668736499,485.3067496727635,35.05127989939776,13.49912222669969,34.00269826235128,380.66667393112004,低折扣,超高利润,3598.6665070611134,其他,True,高频,夏
2023,3,Q1,西北,家居,产品28,低价,1211.185864066264,6,0.0031654910447701,540.0171639120103,6.826819338606804,17.086962267548863,5.36607142763777,201.86431067771068,低折扣,低利润,1293.8713348608117,高等教育,False,低频,春
2023,2,Q1,西南,美妆,产品3,高价,3365.957685795871,3,0.0274278806585127,177.43361401773626,22.583884305515188,29.047350390586843,37.918163395491725,1121.9858952652903,低折扣,高利润,4126.121675328607,高等教育,True,高频,冬
2024,1,Q1,华北,家居,产品45,低价,492.518060387051,5,0.1670516084070723,329.2253116135431,40.58823549349306,42.46740558672735,41.982576539793655,98.5036120774102,中等折扣,超高利润,692.4224505849317,其他,True,高频,冬
2023,3,Q1,西南,美妆,产品34,高价,2264.985153529577,1,0.2675619390025229,445.8195089936035,41.13527137065506,23.082785856046435,15.187592768133571,2264.985153529577,高折扣,超高利润,3196.692942939017,其他,False,高频,春
2022,2,Q1,西南,食品,产品16,中价,900.497116152259,7,0.0861494295391672,834.8775910782234,37.22669504940626,37.26388730990967,41.75027586356896,128.64244516460843,低折扣,超高利润,1235.7224315109581,高等教育,True,中频,冬
2024,2,Q1,西北,服装,产品22,低价,1003.8493501934284,9,0.0983241677688384,930.1134904095048,14.190737925643898,44.45078960572918,35.89235900139168,111.53881668815872,低折扣,中利润,1146.302980647657,其他,True,高频,冬
2022,6,Q2,西南,家居,产品32,低价,1091.240350875198,1,0.0346816831834536,632.1386006284962,16.124230351878495,14.73354231332729,41.58716688416588,1091.240350875198,低折扣,中利润,1267.1944587429618,高等教育,False,高频,夏
2022,12,Q4,西南,电子产品,产品38,中价,1994.864579515492,2,0.1165892836821308,400.9957341612474,49.82399272690305,41.3236386680972,30.315886024517297,997.432289757746,中等折扣,超高利润,2988.785762524856,其他,True,中频,冬
2023,1,Q1,华南,服装,产品8,低价,350.6360075399484,3,0.0111665113707987,261.4907076209961,9.652010324088195,39.08309892489624,11.368337734542562,116.87866917998281,低折扣,低利润,384.47943118767495,高等教育,True,低频,冬
2023,2,Q1,西北,电子产品,产品8,中价,2049.187860552581,3,0.2752802088785701,982.3138325917888,13.12982145060842,21.062178407666075,40.3590224240828,683.0626201841936,高折扣,中利润,2318.242567830677,中等教育,True,中频,冬
2023,6,Q2,华东,服装,产品6,低价,2607.366490862034,8,0.2019334044373586,983.1897980955948,10.851181504255967,49.52839817753902,9.107663351512723,325.92081135775425,高折扣,中利润,2890.296561266623,其他,False,低频,夏
2023,3,Q1,华北,服装,产品14,低价,2468.1419963349936,7,0.2972246428179656,925.7271787526844,19.7444733657627,16.815756714618068,10.374664244771562,352.5917137621419,高折扣,中利润,2955.4636354305603,高等教育,False,高频,春
2023,4,Q2,西南,美妆,产品32,高价,1975.642091974899,6,0.2648469488035481,787.812458379041,14.45791258552655,16.466146971426298,12.926771566176004,329.2736819958165,高折扣,中利润,2261.278698635498,高等教育,False,中频,春
2024,1,Q1,华北,家居,产品35,低价,4211.818379546688,4,0.1418971781094458,332.52174830816205,27.395958179649742,39.7516624093939,14.386837705409723,1052.954594886672,中等折扣,高利润,5365.686381410101,高等教育,True,低频,冬
2022,8,Q3,华东,家居,产品10,低价,812.1007928604702,9,0.155905509345113,818.8304786626544,26.4209318096054,24.55957931229879,23.637104253765347,90.23342142894113,中等折扣,高利润,1026.6653895673999,高等教育,True,中频,夏
2022,7,Q3,华北,服装,产品3,低价,2577.9140445287326,1,0.0571728139551581,414.70508709846087,45.56775287530864,19.885774765146948,32.392123859097936,2577.9140445287326,低折扣,超高利润,3752.611545677459,其他,True,中频,夏
2022,7,Q3,华东,食品,产品12,中价,404.002943087116,2,0.1386118028518666,333.50536717349473,6.563297635015166,13.039826240259632,41.75315967363008,202.001471543558,中等折扣,低利润,430.51885869614443,其他,True,中频,夏
2022,3,Q1,华南,食品,产品49,中价,448.66282650175776,4,0.2709083620478434,747.4167048816167,19.394580950049352,39.43995939205448,4.891253842762108,112.16570662543944,高折扣,中利润,535.6791015804207,中等教育,False,中频,春
2023,10,Q4,西南,电子产品,产品31,中价,2911.942663417772,3,0.0152560270907463,88.85738834421866,31.84960513986906,40.384481276123466,42.99225193804238,970.6475544725907,低折扣,超高利润,3839.3849036157185,高等教育,False,高频,秋
2022,10,Q4,华东,电子产品,产品29,中价,2873.4902819503227,1,0.2590670408994929,58.077096062705074,32.21607928297837,30.49538014535632,41.53821055225979,2873.4902819503227,高折扣,超高利润,3799.2161893721177,高等教育,False,低频,秋
2024,3,Q1,华北,美妆,产品5,高价,4402.36421293784,5,0.1022843404927829,453.47416020937374,26.605680305639414,48.07911259361178,3.3759688559657133,880.472842587568,中等折扣,高利润,5573.643161321961,高等教育,False,中频,春
2024,2,Q1,西南,服装,产品25,低价,2833.581010734358,7,0.2698538295288929,451.1824128139403,41.70494933665852,19.31734716901944,16.85413005842876,404.79728724776544,高折扣,超高利润,4015.3245356742987,中等教育,True,中频,冬
2022,12,Q4,华南,电子产品,其他,中价,4802.975999983766,2,0.2822639719024454,896.6877115331965,7.822497713650645,14.882857046570171,36.7783091731708,2401.487999991883,高折扣,低利润,5178.688687769685,高等教育,True,低频,冬
2022,1,Q1,西南,电子产品,产品31,中价,338.60475715965583,5,0.2012594661005717,134.89156532493865,41.696949451106114,35.486004602050784,27.909368001093647,67.72095143193117,高折扣,超高利润,479.7926115915581,高等教育,True,高频,冬
2024,7,Q3,华东,服装,产品21,低价,580.2376554256311,6,0.1993271359778033,132.05108817788866,27.263940819606663,39.12838883598671,35.280133508797896,96.70627590427186,中等折扣,高利润,738.4333064139485,中等教育,True,低频,夏
2024,7,Q3,华南,美妆,产品20,高价,315.9227216948688,7,0.135826301312622,155.97807447015217,11.019231278465098,15.120768674832007,32.63746690675505,45.13181738498126,中等折扣,中利润,350.73497705964803,高等教育,True,中频,夏
2023,12,Q4,华北,电子产品,产品39,中价,1007.856566634346,1,0.2506620673631122,39.43889868165658,44.8565861093215,8.447484391750095,22.8578849775952,1007.856566634346,高折扣,超高利润,1459.9466153051326,高等教育,True,中频,冬
2024,2,Q1,华南,美妆,产品22,高价,2752.2235436142228,7,0.2884838275299849,81.0144204367593,34.21529507934336,41.47324189638674,2.8135940218747795,393.17479194488897,高折扣,超高利润,3693.904950304989,其他,True,高频,冬
2023,7,Q3,华南,家居,产品4,低价,3263.3036889943974,4,0.2325245401017357,663.2711681607486,12.359555907086268,48.94258881407056,26.707800890838044,815.8259222485993,高折扣,中利润,3666.6335328536684,中等教育,True,中频,夏
2023,8,Q3,西北,美妆,产品13,高价,323.3672739484771,8,0.1865810201270127,437.2684858263341,6.514237552956198,34.0102528732528,3.1369327346090228,40.420909243559635,中等折扣,低利润,344.4321863419995,其他,True,低频,夏
2023,1,Q1,华南,食品,产品45,中价,4735.257360243437,4,0.182037868746401,765.9670364171335,11.349934174969215,17.504010506475236,27.56397557154576,1183.8143400608592,中等折扣,中利润,5272.705953646451,高等教育,True,高频,冬
2023,9,Q3,华南,食品,产品42,中价,4226.610345586867,6,0.2548409704750987,992.6717413958436,32.39590820811771,49.85026738487564,36.21807794972184,704.4350575978111,高折扣,超高利润,5595.859153457995,中等教育,False,高频,秋
2023,7,Q3,西南,美妆,产品49,高价,1553.4011625697565,9,0.1623611297313895,662.4443342880113,13.06833058670218,45.19699863201848,26.73963694288442,172.6001291744174,中等折扣,中利润,1756.4047618320471,中等教育,True,低频,夏
2022,3,Q1,华北,食品,产品20,中价,478.218898109693,5,0.2411579658746467,59.9510149139225,15.159338369376265,28.102129082613224,44.86895940071467,95.64377962193859,高折扣,中利润,550.713719020444,高等教育,False,低频,春
2024,8,Q3,西南,家居,产品13,低价,932.4466587733806,4,0.1526655765522737,113.5172361067981,6.131287659034138,42.13945781788252,21.05812600793905,233.11166469334515,中等折扣,低利润,989.6176456898291,高等教育,True,高频,夏
2023,7,Q3,西南,服装,产品17,低价,722.0276273993661,8,0.0187332824921772,882.1940439665608,37.53188025073716,41.71192354683351,33.948408398575445,90.25345342492076,低折扣,超高利润,993.018171892135,中等教育,True,中频,夏
2024,11,Q4,华东,食品,产品36,中价,704.0905185648396,9,0.1151841026712465,532.2209851126789,41.466397989174666,47.06595363530748,30.357384836643927,78.23227984053773,中等折扣,超高利润,996.0514951969798,高等教育,False,高频,秋
2024,8,Q3,西南,食品,其他,中价,2640.9522744620963,4,0.1333322873014496,826.5887878017826,40.85816795474554,42.8415729698057,44.62299442855587,660.2380686155241,中等折扣,超高利润,3719.9969903664924,高等教育,True,中频,夏
2023,6,Q2,西北,美妆,产品1,高价,1304.6524682176614,3,0.0424851734959851,858.0462128626768,10.74056681139279,33.965565618072404,32.381636223392626,434.8841560725538,低折扣,中利润,1444.7795382230645,其他,False,中频,夏
2022,9,Q3,西北,家居,产品15,低价,1854.884610992808,8,0.0307488987567638,928.397796084524,45.64855073249417,32.418667353042835,8.217352184213134,231.860576374101,低折扣,超高利润,2701.612553671087,中等教育,False,中频,秋
